,Smiles,mol2vec-000,mol2vec-001,mol2vec-002,mol2vec-003,mol2vec-004,mol2vec-005,mol2vec-006,mol2vec-007,mol2vec-008,mol2vec-009,mol2vec-010,mol2vec-011,mol2vec-012,mol2vec-013,mol2vec-014,mol2vec-015,mol2vec-016,mol2vec-017,mol2vec-018,mol2vec-019,mol2vec-020,mol2vec-021,mol2vec-022,mol2vec-023,mol2vec-024,mol2vec-025,mol2vec-026,mol2vec-027,mol2vec-028,mol2vec-029,mol2vec-030,mol2vec-031,mol2vec-032,mol2vec-033,mol2vec-034,mol2vec-035,mol2vec-036,mol2vec-037,mol2vec-038,mol2vec-039,mol2vec-040,mol2vec-041,mol2vec-042,mol2vec-043,mol2vec-044,mol2vec-045,mol2vec-046,mol2vec-047,mol2vec-048,mol2vec-049,mol2vec-050,mol2vec-051,mol2vec-052,mol2vec-053,mol2vec-054,mol2vec-055,mol2vec-056,mol2vec-057,mol2vec-058,mol2vec-059,mol2vec-060,mol2vec-061,mol2vec-062,mol2vec-063,mol2vec-064,mol2vec-065,mol2vec-066,mol2vec-067,mol2vec-068,mol2vec-069,mol2vec-070,mol2vec-071,mol2vec-072,mol2vec-073,mol2vec-074,mol2vec-075,mol2vec-076,mol2vec-077,mol2vec-078,mol2vec-079,mol2vec-080,mol2vec-081,mol2vec-082,mol2vec-083,mol2vec-084,mol2vec-085,mol2vec-086,mol2vec-087,mol2vec-088,mol2vec-089,mol2vec-090,mol2vec-091,mol2vec-092,mol2vec-093,mol2vec-094,mol2vec-095,mol2vec-096,mol2vec-097,mol2vec-098,mol2vec-099
10,O=C(CNC(=O)/C(=C\c1ccccc1)NC(=O)c1ccc(Br)cc1)OCc1ccccc1,-2.0787344,28.038393,-27.392838,6.5957336,11.499315,-6.1446924,-7.318925,-3.2200277,20.911205,16.28486,-10.6927595,-14.807441,7.1436286,-4.3108606,-26.353043,19.795547,32.54098,-1.1279447,-12.029557,-28.454456,6.8777647,-25.877502,3.535415,-7.1318793,-2.9489374,4.5100174,12.371781,-39.076015,1.8724818,11.55647,-6.163732,22.45391,-4.028657,-22.270975,20.900446,15.080497,-1.1978066,4.850649,-11.57215,-12.91034,10.4344,19.656328,-7.7804284,-8.691035,-2.4672334,37.966534,-2.1701858,9.814646,16.872078,0.63731384,-49.223415,-22.610899,2.3014438,-9.3430195,21.514463,-16.22869,43.63099,10.873115,-14.74652,3.2828827,30.431267,3.32806,-19.921902,-12.408137,25.037453,38.129,-1.5474583,-19.33612,15.003851,-6.0174475,11.242002,-16.249367,-4.1647644,2.0155895,15.471889,10.553208,-15.283889,12.442795,-11.183188,-13.823044,-15.970421,-19.066805,14.945066,0.66560584,11.440774,14.041104,-18.650637,15.095663,3.5760088,-0.11193575,5.3097296,19.407862,54.494156,11.860138,-4.1564436,35.248756,25.247581,4.4661417,-29.622282,-9.929571
11,O=c1c2ccccc2nc(-c2ccc(Br)cc2)n1Cc1ccccc1,-0.47586066,7.2994347,-17.073305,6.005097,14.845606,-9.430738,8.027635,3.8693178,14.812553,17.002625,-0.6973075,-12.369012,2.9379172,-0.02681294,-31.877977,10.103044,25.312489,2.088783,-1.3470905,-15.068013,0.478984,-2.0127664,3.1030695,-10.053542,-2.7065146,10.821165,14.453718,-23.898678,-6.6750226,1.6698564,12.163469,14.319801,-5.6412954,-19.340351,19.924957,6.7601686,1.5852158,-1.4222993,6.581078,-18.680326,22.993006,12.722962,-9.329234,-5.098725,-7.33348,30.141794,4.8209095,17.090504,3.715615,-1.5896035,-38.933056,-27.330904,-5.2359962,-13.190166,19.546343,-7.361985,30.261673,9.783346,-24.776903,9.069377,17.041035,7.759266,-13.02066,-12.082836,24.073864,29.266977,4.864876,-8.509082,6.375945,-15.999508,7.1485434,-15.111373,3.9959972,9.494878,5.901556,4.7132754,-17.429419,21.537113,0.2172051,-0.37555885,-5.0113487,-6.3979235,25.921171,5.767301,-1.5399531,10.738489,-10.366354,15.813341,-14.916042,14.886552,3.5015328,10.632469,40.782585,12.146895,-2.6729362,24.712223,16.697182,-1.7804662,-10.694199,-16.27527
12,O=S(=O)(c1ccccc1)N1N=C(c2cccs2)CC1c1ccc(Br)cc1,11.142251,29.485632,-19.92245,-8.332127,11.949921,0.36833596,9.17857,-4.8374467,12.644076,17.980125,-0.95095384,-9.79695,1.1388055,3.5106168,-12.213379,17.588106,18.575254,5.5521436,-9.269647,-19.897541,7.1844378,-2.14068,-0.90755343,-19.204906,-13.335972,5.490204,13.332624,-24.674547,-6.689293,-3.8266687,9.542885,2.937341,10.4309,-16.659399,11.124614,16.602592,10.644884,3.6780837,8.618641,-7.9651113,25.020096,20.423063,-13.655931,-9.37531,-17.54381,23.434782,-11.918714,21.509115,5.7979736,7.684478,-34.69591,-21.661057,-1.9221581,-25.698158,22.48831,-10.710244,22.087275,5.2799454,-7.4230385,0.3950023,12.6660795,4.268459,-16.964653,-18.562809,18.94848,22.276525,1.7276692,-3.57385,10.003803,-19.721462,5.8334513,-15.172714,16.959469,12.017063,14.534515,21.363047,-0.9200284,23.969614,3.2758677,-0.84659714,-13.708069,-13.058436,20.672058,7.1580725,-3.2362394,8.384092,0.28785542,19.097267,-6.9964685,11.514455,6.1943455,11.743282,40.864902,17.545422,3.2186413,32.73442,16.281263,10.8977375,-6.514285,-25.176386
13,O=c1c2cnn(-c3ccccc3)c2nc(-c2cccs2)n1-c1ccc(Br)cc1,6.411025,20.635881,-16.91137,13.133024,15.169678,-0.9323004,17.762192,-9.991392,20.706526,27.843325,-2.1230006,-3.7472897,-4.7319627,-1.8831375,-32.990067,14.007412,20.360863,-5.640845,3.6883264,-24.558622,3.570291,-2.209618,7.3667126,-10.628723,-8.618917,11.512255,17.83508,-32.136158,-13.760626,-13.559198,16.44141,17.971638,11.484839,-24.956078,25.165182,10.877494,5.5417495,-8.20708,13.030263,-19.42832,30.936312,23.521309,-18.332981,-13.23461,-13.635442,30.216948,-4.014393,15.0820055,12.963459,-7.9933696,-24.838108,-33.260086,5.9392786,-19.523716,26.402605,-18.266863,27.518309,9.431734,-17.348364,3.217463,15.786094,1.5512316,-16.39891,-13.876847,22.062693,38.223545,12.524904,-8.221523,1.5872757,-24.423191,11.566684,-8.396022,3.5442092,12.659699,12.053051,4.562164,-13.424094,11.905167,-8.093187,9.988217,-17.861494,-2.877517,32.561604,3.7807264,2.5136123,7.6584396,-11.878974,18.997105,-15.837668,19.887436,7.694818,8.076839,34.616684,11.022354,1.5021026,31.218538,17.564255,7.6979814,-9.424525,-22.732752
14,O=S(=O)(N/N=C\C=C\c1ccccc1)c1ccc(Br)cc1,-3.332842,20.992151,-20.926336,-0.19414254,7.548831,-0.94927895,-0.53632104,-1.5521724,6.710501,6.792911,-1.4708091,-19.813595,-2.2591047,1.3366733,-11.833588,6.780394,18.341738,0.7425479,-7.4144735,-3.1636362,4.3703594,-15.163985,-8.556121,-15.954391,6.823834,5.473122,11.865408,-32.01525,8.866124,6.9052362,-7.207176,8.221474,-0.8141493,-19.226751,10.853659,9.194578,12.73841,-5.745929,2.5630243,-7.590688,16.426918,17.369589,4.3715467,-10.668832,-11.816102,20.49899,-8.186141,22.525095,5.3257203,6.765305,-30.154083,-17.522568,8.325723,-19.402218,9.49868,-5.3551664,23.97613,11.21986,-17.885897,1.0110857,8.280576,12.195206,-16.50202,-17.616207,14.559424,12.457326,-3.4043844,-3.7210553,11.170716,-3.0671465,12.677323,-11.237827,-0.87920535,4.9060025,9.974389,15.996518,2.8411818,11.337329,-16.529911,-10.014736,-6.407727,-12.364295,8.768618,11.908848,4.8689475,10.61772,-4.4864054,17.498968,4.133932,4.0711823,4.5517654,9.425655,35.01093,8.008034,9.302499,17.433187,11.809459,-1.5340178,-23.964605,-3.6542263
15,O=S(=O)(Nc1ccc(Cc2ccncc2)cc1)c1ccc(Br)cc1,0.738735,18.518223,-24.111105,-1.964626,17.820057,-10.782901,4.487439,-2.4948938,16.21637,10.485568,-1.0623462,-27.536366,-2.315896,-1.3067303,-11.223564,16.685802,29.138668,-11.517633,-15.7269335,-10.651317,3.0507956,-4.428813,-6.9516582,-12.6688,-8.328875,-1.9425142,13.517792,-12.901438,-2.2819505,-3.4371424,10.144915,16.9134,0.9285581,-28.985287,24.014526,7.346017,4.559659,1.9876864,6.8451033,-17.752747,20.667084,24.00544,-7.352779,-13.515156,-7.7477,35.26329,2.7618096,8.7705345,1.698781,0.012486547,-35.437046,-21.912474,-1.5790547,-21.10259,11.5940275,-9.69162,30.629063,8.943888,-13.826018,-4.2532563,2.7449021,16.115664,-7.593046,-14.494663,17.572338,23.04836,-2.7502463,-20.208654,7.274556,-3.2857625,13.927716,-24.584204,8.351368,12.859055,4.6401396,3.000065,-4.810606,18.001545,-3.4150915,-7.258208,-8.733158,-12.1281,23.496193,-4.7293625,-5.5655756,13.843508,-1.010282,16.507553,0.5349749,8.919821,2.886269,11.099198,46.292595,8.170587,-11.601591,24.689013,12.315771,2.3727975,-17.902954,-4.169345
16,O=C(NC(=S)Nc1nc(-c2ccc(Br)cc2)cs1)c1cccnc1,-0.01744458,15.547261,-20.130558,1.0831319,14.6515,-11.874341,-10.115415,-8.760294,18.435377,9.0093565,-4.1478558,-10.304832,3.2112734,-7.7543097,-6.312059,15.745347,25.932043,-6.960193,-16.580881,-21.258327,-2.1268206,-4.1014066,-1.9016352,-16.609509,-7.4290323,7.513622,3.4349868,-28.212717,-4.3054466,-1.3060654,0.45533133,16.016363,2.903588,-17.519459,12.222443,13.141379,-4.40796,-10.692063,2.1102145,-11.1374855,17.964132,20.113686,-11.513912,0.79249126,-7.058684,22.952053,-5.4474087,1.8069187,-1.7396284,0.31107903,-26.976511,-15.065423,-8.465535,-18.39819,8.705941,-12.757059,31.657478,9.242356,-7.4599953,-3.5943627,9.769729,19.534122,-12.406514,-10.961169,14.98973,25.898973,10.160852,-11.103521,9.064379,-14.429348,11.604485,-12.460484,-2.6343153,4.8795376,16.463142,-5.0437174,-10.504879,8.391815,-4.119607,-8.230234,-10.0679865,-22.522722,21.879677,0.40986323,5.3887215,3.2043197,-6.628789,15.367405,-4.0651426,13.136737,-0.7330065,10.723081,38.078106,-0.21098721,-3.8235357,29.414371,18.590221,0.18473987,-23.620008,-19.616457
17,Brc1ccc(-c2csc(N3CCC(c4ccccc4)C3)n2)cc1,5.9198027,19.448317,-20.028778,5.4619665,11.970627,-3.6730864,1.844942,-1.2562702,11.945174,9.380752,-6.9698815,-12.001238,2.9041586,0.40798795,-16.801704,12.003233,13.436593,2.0955503,-12.402043,-21.68014,-2.9730916,3.4515798,-4.390839,-13.774597,-5.3660855,-0.057576373,3.631129,-19.286047,-12.163422,0.26478726,15.42399,11.423697,-6.7799487,-15.21183,10.431701,9.707828,1.0389153,-8.746735,9.809791,-11.132289,31.604342,9.7951765,-11.081209,-8.573544,-12.511487,28.942003,-7.7837043,8.166021,3.0326262,5.9049706,-26.559483,-24.367296,-4.1451178,-20.48474,19.398254,-13.421538,21.795753,8.821947,1.7579772,4.0756326,8.6834,19.724741,-11.15836,-8.725927,14.8452015,23.610992,6.0746493,-8.760636,11.132746,-30.156775,12.24239,-10.490603,9.0758915,7.8435473,9.191818,11.432756,-6.033167,19.293447,-0.5366418,-4.623843,-1.3630551,-11.658925,13.263641,2.466833,-4.0115104,5.2181883,-3.7108884,15.665695,-7.7307544,16.560518,4.4107776,-0.6081667,32.701565,13.222853,-2.2930677,26.724882,12.219142,-0.19007638,-6.8603253,-18.07414
18,Brc1ccc(-c2nnc(-c3cccc(Br)c3)o2)cc1,1.3450713,13.690903,-10.542218,-2.2334752,5.922371,1.0765337,6.747176,5.710834,10.293332,10.982038,-1.7896653,-18.560516,3.9867268,-7.770347,-7.8263345,8.159368,12.72433,-1.426758,-8.223174,-8.431965,-5.960458,1.8478357,-5.1986074,-20.139002,-6.3415923,0.7510021,0.69386476,-23.606518,1.5306313,-5.1129994,8.9500065,12.732353,5.1788816,-13.751127,4.3871965,10.8113165,-2.461528,-6.4867797,-0.94773006,-12.838534,19.138214,16.449947,-9.253316,1.787844,-5.8599033,22.215006,-0.63943726,15.275961,-1.4979314,1.6352081,-23.092104,-28.566452,-1.7518561,-21.514557,15.622725,-10.332559,21.810179,2.0333116,-11.579721,-2.1876497,9.01081,3.1667292,-16.575245,-19.866982,15.316954,25.06897,-3.3221824,-7.7745204,5.358449,-18.400047,0.3009994,-7.72921,3.5900106,16.67241,7.649776,-2.745913,-21.61041,18.754927,-2.0468965,0.2911442,8.890287,-6.7981606,22.423811,-4.4076943,-4.6938567,2.3396583,-6.84201,10.776335,-13.66562,18.951307,1.308777,15.009963,28.744692,5.0992503,-0.85984623,27.069925,18.837803,2.7888563,-10.735745,-11.521483
19,O=C(NCCCn1ccnc1)c1ccc(Br)c(S(=O)(=O)N2CCOCC2)c1,-10.794457,20.49903,-23.609291,-8.037884,-0.3451795,-3.7836766,-7.195629,-10.193526,25.524488,11.077514,-3.7342672,-11.869791,-3.2185273,10.918851,-2.4705968,2.4589007,29.82363,11.641072,-24.277796,-20.332638,-4.1769657,3.369681,4.86248,10.134428,-9.016253,-2.9200351,7.0926533,-12.039517,-3.658307,-6.589237,14.9447975,9.22619,-9.526386,-25.231956,9.543426,7.991016,8.356277,-0.95786655,-13.108623,-22.389133,24.3202,15.472356,-6.2455378,-9.353527,-11.999167,29.686834,-10.711069,13.568785,11.841225,-6.124168,-22.482302,-22.365257,-7.636493,-16.52393,17.632708,-6.2141347,25.825249,11.073014,-16.945856,-9.007328,5.5068545,15.831833,-9.179395,-15.350292,8.175875,26.3811,-2.5362144,-20.263952,1.0145285,-14.3050165,5.34312,-27.529623,-0.20668784,0.2701152,19.183647,20.768627,-15.347114,12.399468,-12.578874,-8.700232,-11.975843,-16.428692,20.363935,12.643116,-5.9350166,5.8560205,-8.515537,22.759249,4.423768,6.982907,15.28292,7.5579185,21.263618,6.5501575,-7.6866126,16.151773,11.159545,3.535246,-26.330214,-12.17584
20,O=C(CNS(=O)(=O)c1ccc(Br)s1)N1CCC(N2CCCCC2)CC1,-10.435749,27.020496,-22.305819,-8.74161,-0.45344818,-7.9939933,-15.943954,1.6768452,10.046753,27.65549,-10.655841,-6.7695665,3.8118625,7.0669193,2.2719264,11.550898,19.501604,2.4486005,-16.960007,-31.710207,1.8510555,-5.019494,-2.990584,7.376006,-16.32636,-8.514967,6.19375,-12.926508,-16.17675,-5.7958665,13.921149,-1.3637136,-11.503593,-9.210707,12.838056,19.167555,19.173063,-11.023034,-13.105155,-5.1254435,17.276768,5.1500874,-18.521633,-15.343553,-16.840878,33.7039,-13.314059,17.232756,17.252914,9.971212,-17.031752,-16.043083,4.4841065,-11.690292,26.294939,-9.378859,3.1230307,13.73395,12.382897,0.8801429,4.783554,5.917264,-18.970177,-17.502024,5.717108,10.39667,6.480991,-15.381303,20.363312,-9.596977,16.619488,-25.418587,4.087708,-2.7726188,13.215866,16.462334,2.0043962,9.971873,-0.98202395,-11.9298,0.12413713,-14.662721,19.067537,17.636362,0.72788155,-13.544904,-9.299656,25.354223,13.461267,5.9256716,11.171249,12.073473,14.797958,24.547237,-4.146568,15.819448,6.4928594,13.671303,-13.972478,-18.584785
21,O=C(NCc1ccco1)c1ccccc1NS(=O)(=O)c1ccc(Br)s1,-0.27742976,15.559707,-27.50127,-4.915391,9.452151,-9.545185,-9.230156,-3.9144819,19.593288,19.242754,-2.3627286,-18.221914,2.0220385,1.3194127,-7.7026353,7.876864,20.791716,-3.8356388,-17.498512,-18.822964,2.7574415,-16.58844,0.8026332,-11.438505,4.035159,13.983605,8.866459,-21.702463,-11.809891,-13.180367,-5.1670685,10.635158,8.371193,-21.437227,22.78125,14.767252,10.660882,4.664426,-5.3799067,-7.8837066,19.35742,29.847576,-18.442469,-9.985599,-13.622685,30.181639,-11.347582,12.248016,12.87711,-1.0091325,-39.738052,-22.540794,-0.30086142,-14.252496,20.987251,-5.817885,30.026106,1.2119411,-8.8334875,-0.09379044,14.453599,-1.0405498,-12.545698,-23.032187,14.039369,12.206538,6.9638815,-19.901075,7.7438955,-6.7013226,5.171553,-23.668514,5.972401,-3.2352912,15.654879,0.68762964,-2.5294366,2.8893254,6.29642,1.5158045,-7.753132,-19.746674,21.194347,14.019809,14.908689,2.9263856,-8.366824,13.800944,-4.7405577,8.24475,11.022492,25.134966,32.112156,18.787693,1.5268354,34.878387,5.1911254,9.484496,-24.61979,-14.817878
22,O=C(CCCn1c(=S)[nH]c2ccc(Br)cc2c1=O)N1CCN(c2ccccn2)CC1,-1.8882269,11.297296,-19.01442,4.593176,3.4035933,-18.900867,4.076563,-1.608001,20.934643,24.193438,-4.709553,-7.6792006,-0.022104228,6.0766735,-19.834156,-0.12373285,28.353046,3.3826437,-14.145371,-26.224255,0.70329475,6.8258357,6.2765718,8.81986,-9.850577,1.9645739,16.5616,-32.90541,-18.400433,5.0651197,18.698338,20.142454,-6.8144083,-21.171988,20.93009,14.239436,-1.7661102,-6.2337713,1.323806,-14.148772,22.14336,9.904078,-7.4790134,-17.435442,-9.7847,42.219513,-14.434805,16.359278,2.1171546,-10.044638,-24.126837,-26.989498,6.3402367,-14.360138,17.245705,-12.583017,18.776985,24.525627,-13.289613,-0.27325064,16.727837,10.060612,-0.39480257,-9.795734,13.557622,33.165775,1.5397979,-15.189491,22.04303,-23.552286,3.0522594,-27.795544,-4.873299,16.969557,13.33012,18.514105,-18.966755,8.275409,-3.319634,-7.778327,-4.2309847,-7.935201,23.595732,16.364433,2.5146677,10.466264,-15.983242,27.669872,0.9436479,3.4948494,4.812739,-4.637403,21.948254,15.969563,-4.840495,13.273387,17.045717,3.5256853,-20.290453,-26.677107
23,O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ccccc2N1,3.5677023,9.076339,-15.900547,3.0532765,4.504067,-9.838394,7.0336647,-3.9297588,11.531422,12.700696,1.4557632,0.01156956,9.349283,3.410331,-16.181204,15.254494,10.840777,-9.120334,-5.887638,-17.827517,-1.9379764,9.564523,1.7616502,-7.1064944,-2.8388834,2.995678,12.5,-33.99977,-15.072089,0.0009200126,5.515407,0.81369644,7.2504473,-16.422129,20.230005,4.0691767,-4.539679,-1.0414072,11.256873,-9.463654,11.893752,6.973571,5.9769444,-1.3944447,-12.037403,23.487,-13.138866,24.004185,-13.125704,-18.62015,-18.739937,-28.516455,8.078296,-30.477636,23.834146,-5.278354,18.04522,10.353214,-13.046722,0.50653255,15.130668,5.6743083,3.4641323,-5.1822367,11.257274,24.958347,-4.310381,-12.134528,-2.379622,-11.543249,6.05419,-25.101921,2.456429,11.634248,10.465351,2.382301,-9.115737,22.068127,-7.5151176,-10.364168,0.9054369,-8.338706,22.638144,19.710764,19.082973,4.9379106,-5.6860375,18.409075,-6.4106364,2.9825287,5.2670116,14.65929,26.52715,11.607272,6.2060246,5.098706,16.025179,0.6436055,-6.96064,-19.684937
24,O=C(Oc1ccc2cc(Br)ccc2c1)c1cccnc1,-6.9494667,0.18095315,-12.262178,-3.4007027,9.515885,-14.150922,7.9593296,-5.055747,17.150698,12.386265,0.66625,-12.739175,7.3025875,-6.7583947,-6.991974,20.751362,11.292676,-4.047789,-12.831725,-8.797792,-2.2924738,-0.34077668,-3.1492293,-12.53367,-4.672531,-1.9657305,4.1426105,-22.553885,-1.5527515,-1.3021275,3.0052176,9.509848,0.8263973,-23.43375,11.148793,5.4666896,3.9809399,1.8279777,-1.6325827,-12.726311,10.137301,8.561621,-11.902553,-11.7725,-4.4759088,18.882322,-4.329042,15.736919,1.1052486,-3.3883312,-29.15269,-14.680306,-7.003384,-17.934464,19.373611,-8.744575,31.057796,7.7237988,-9.707932,-4.7170987,10.344638,1.5053442,-9.899172,-6.1317654,14.237298,24.832222,8.476911,-15.633916,11.14908,-14.760168,10.063984,-11.943145,-8.246281,13.9637985,7.656235,0.1290474,-14.091845,10.3721695,-15.52524,-4.390786,-2.3286276,-8.695638,20.5274,2.0298152,5.7414513,9.369967,-4.9986453,6.3151016,-1.6573087,7.2552056,12.015922,10.402832,34.834797,-3.4169679,-7.3607106,27.099638,16.823606,1.8707278,-6.7987227,-12.407248
25,C=CCNC(=O)CC(=O)N/N=C/c1cccc(Br)c1,-16.87639,12.104409,-16.797897,4.6379323,2.9982634,-3.3811426,-10.182393,-14.691549,6.9098845,8.757545,-0.2526757,-8.795022,4.8857245,-2.800506,-5.7848225,-1.0872989,18.861347,0.00010348484,-12.292028,-8.065966,6.7521944,-13.811407,-3.854643,-6.4915075,6.2025766,-0.03696522,8.018743,-24.62064,11.972539,3.804913,-4.8872805,18.489159,4.2497816,-10.729909,5.465444,14.551748,-3.9120002,-7.8369436,-9.54333,1.7443985,3.3564622,20.805645,-1.8107646,3.999304,-3.901974,17.83513,-12.682081,12.275309,4.42703,5.3033257,-22.91199,-7.558136,6.2304416,-12.944283,11.081034,-4.4621067,9.020809,17.803602,-12.024652,2.9070287,18.79986,9.706246,-11.980522,-11.294853,15.8289,19.565735,-1.626444,-4.121696,8.828118,-8.733771,4.3356934,-12.948993,-7.0079713,-0.960993,12.8735,8.370969,-8.91476,-0.16093978,-19.869143,-9.651809,1.0729864,-18.467978,2.059566,12.4728365,10.596381,1.6838727,-19.877172,15.511694,5.879118,0.05128789,4.2260656,-0.33636492,20.832376,6.8960876,0.48880333,13.730294,12.535909,7.4981594,-34.987545,-5.3544292
26,O=C(NCCOC12CC3CC(CC(C3)C1)C2)c1cccc(Br)c1,-28.20676,20.151686,-23.13542,-3.3938766,-18.160625,-6.214198,-11.598844,-0.18716717,12.410183,13.162156,5.149844,-2.1947522,7.9338856,-6.921836,7.2118716,10.290585,11.234022,0.1691067,-14.3369875,-25.890541,5.1377134,11.409393,-7.7381105,2.9210598,-13.822808,3.9358413,5.221373,-20.064629,-5.237495,-5.9663205,-4.0513425,3.7387967,-6.3135514,-25.540348,11.626788,32.807133,10.54764,-3.969339,10.12753,-9.686169,7.9550343,1.8745629,-17.28151,-13.30299,-3.305357,28.554605,-2.319123,10.728783,16.542538,-6.729067,-17.531036,-14.239603,-6.3836265,-22.20608,6.8862076,-24.071377,12.307063,-3.9900775,7.4738164,6.9541893,5.779755,6.0377216,-3.3857229,2.355251,19.832863,35.18766,-13.299696,-4.754048,18.863327,-10.881119,-6.5905385,-23.021458,-3.3402762,-14.61712,30.42043,10.498993,-20.489511,-2.055978,-8.98686,-8.093646,-7.8106265,-22.193264,6.9041753,6.8839617,-1.537113,1.0025952,-2.7435524,16.813498,7.4329586,5.051973,-6.1369977,25.125275,26.693344,15.112306,2.9433155,26.432064,9.987547,1.7149969,-23.771677,-16.80286
27,O=C(/C=C/c1cccnc1)c1ccc(NC(=O)c2cccc(Br)c2)cc1,-3.6515594,18.413418,-17.878168,-2.9609892,10.32029,-13.85725,-0.869217,-10.040464,19.515501,3.6594079,-3.6726084,-20.29843,7.115976,-3.8743405,-17.05402,11.739321,28.480427,-8.949726,-12.265581,-13.516234,-5.1524167,-16.574509,0.18167093,-14.352454,-0.3075505,6.060815,4.966183,-37.477634,3.1340163,12.161812,-4.2138267,12.01584,5.4926605,-25.687634,9.878251,10.107821,5.906218,-5.036869,-5.826053,-14.155277,13.654972,20.69292,-1.8713237,-9.087616,-7.3805776,26.429413,-11.162689,16.465025,13.748526,-2.2680585,-36.874607,-10.996423,2.6600106,-26.704878,21.874588,-6.858293,36.429184,10.370703,-15.330667,-1.8076234,17.605036,17.2959,-17.477861,-12.378893,20.736898,29.823662,5.3036566,-16.863688,16.010847,-8.1760025,19.29806,-8.628465,-7.0618677,12.296193,15.938656,3.1594002,-10.314019,10.114364,-15.501653,-8.762314,-9.965672,-18.905296,22.011652,-4.245036,5.010728,8.781909,-11.717774,18.135315,-1.7953963,0.94294316,11.872444,7.9821506,43.367527,-2.2581606,0.8207367,28.853935,18.63131,1.4998147,-18.423384,-9.505326
28,O=C(Nc1cccc(NC(=O)c2ccc(-c3cccc(Br)c3)o2)c1)c1ccco1,5.221365,15.03271,-22.34141,-11.117609,7.178326,-11.917664,-10.184401,-2.123098,25.005203,8.686601,-3.3774023,-22.601307,9.529083,-6.5499363,-20.52346,17.471008,20.814957,-5.005331,-24.261778,-19.097696,3.092958,-15.204312,1.8423251,-21.842182,6.432599,10.192234,6.463962,-28.678553,-12.478561,4.0745687,1.6224006,11.273908,9.069957,-20.293642,9.200719,15.78067,-2.5493298,6.8107033,-5.2225595,-18.716734,25.345875,34.450436,-12.80444,6.363315,-6.6519895,27.56458,-17.179577,9.61568,13.9799185,-14.837668,-40.88685,-26.143147,-0.36318147,-30.484604,25.0253,-10.996898,44.076077,7.325217,-17.213478,-0.37399507,22.859137,6.1464305,-19.552822,-18.037962,23.965538,29.189724,7.8067584,-23.322174,5.8985057,-17.368883,6.198843,-21.480982,-8.431868,7.320857,24.260017,-1.300185,-18.774889,1.3643311,0.21740521,1.0223072,-4.720315,-32.824726,22.305372,3.4812043,-0.16554531,7.8641467,-10.856969,6.8935437,-7.8476543,14.180087,2.1335022,19.740522,45.33781,12.2861595,0.9385831,38.91295,19.038935,14.552986,-21.59474,-21.725801
29,O=C1/C(=C\c2ccc(Br)o2)S/C(=N/c2ccccc2)N1c1ccccc1,6.5538116,22.754004,-7.388375,4.5701103,3.9371605,-12.153535,2.885127,7.849466,13.385888,12.313678,1.2729902,-23.0149,-0.15489355,3.8245478,-14.991347,6.5756583,26.955393,4.991133,-0.60277784,-23.245714,-1.7031474,-12.199347,-4.343954,-13.890514,5.5556993,19.683784,5.700651,-50.323887,-2.6754408,1.4272928,-2.3433967,18.975521,6.838996,-20.192993,11.398775,16.333767,15.887315,2.1319273,11.213153,-10.447679,24.691391,23.553452,0.718073,-4.0411935,-21.193924,17.441618,-8.45886,12.907091,0.579125,-11.459628,-19.194641,-18.941591,0.5243336,-30.065805,21.274603,-17.633905,30.675522,27.636732,-21.668774,14.660095,23.072409,11.2497835,-17.53431,-19.16215,34.321392,30.686909,-7.453699,-10.765862,-0.51723677,-21.573122,18.753378,-10.585693,11.391318,6.009006,20.055813,8.186467,-8.39898,10.561813,-16.368006,-1.9801983,-8.598473,-19.159357,13.134323,15.33849,15.555174,11.627679,-5.7173615,12.738949,-3.5355878,9.5012455,-0.90615535,8.7010355,36.43723,17.482298,10.8619,24.531626,20.335663,3.3018901,-18.580767,-7.45539
30,O=C(N/N=C\c1cn(-c2ccccc2)nc1-c1ccccc1)c1ccc(Br)o1,8.562664,24.34287,-22.01682,3.6406589,11.705712,-0.6954998,5.5391674,-5.0252795,15.620544,23.36773,3.1526878,-19.594545,3.9991722,4.1932693,-25.894049,12.109764,27.017267,-0.14250167,-3.0915456,-21.161997,3.8654127,-14.27744,0.6418889,-21.432255,12.260017,9.758836,7.8645587,-38.192577,4.4275007,-6.140312,-2.3393657,11.179186,-0.3839497,-17.996773,9.555036,5.005869,9.78443,-4.908054,0.88159454,-12.122041,30.531284,24.706223,-5.839641,2.067792,-19.538984,25.729317,-13.85388,16.347633,5.65034,-14.4191265,-40.768272,-25.689095,-1.294903,-25.583145,15.7436905,-12.901458,35.602757,17.328064,-23.424911,-2.1269283,27.653292,17.014048,-21.216808,-14.153321,18.934786,22.055029,-3.10399,-8.544804,6.125302,-26.14923,6.9265156,-11.300351,3.8244908,10.953427,17.819778,6.4200044,-16.812849,7.8628097,-18.117674,-0.47043347,-14.862968,-11.043456,11.2006,1.2434368,1.2754588,5.5231924,-18.95985,12.112887,-8.604539,16.823997,0.5194696,11.772306,41.01429,4.1972246,6.846829,33.42434,14.9085865,-1.2254454,-25.425968,-15.275113
